tag,text,geo,mentions,hashtags,id,permalink
0,"পাক অধিকৃত কাশ্মীরের বিমান হানার যাবতীয় তথ্য দাবি করেছে বিরোধীরা। তৃণমূল সাংসদ ডেরেক দাবিকরেছেন শহিদদের নিয়ে রাজনীতিকরার অধিকারই মোদি ও অমিতশাহের নেই।যাঁরা স্বাধীতা আন্দোলনের সময় টেবিলের তলায় লুকিয়ে কাটিয়েছেন, সেই ‘‌খাঁকি– চাড্ডি ’‌ পরা লোকেদের মুখে দেশপ্রেমের কথা মানায় না। pic.twitter.com/DAbozfLsC4",,,,1.10225984475977E+018,https://twitter.com/MukulAdhikary5/status/1102259844759773185
0,"পুলওয়ামা হামলার পর থেকেই সেনাবাহিনীকে নিয়ে রাজনীতি করছেন মোদি এবং অমিত শাহ। টুইটে ডেরেক স্যার, লিখেছেন যাঁরা স্বাধীতা আন্দোলনের সময় টেবিলের তলায় লুকিয়ে কাটিয়েছেন, সেই ‘‌খাঁকি– চাড্ডি ’‌ পরা লোকেদের মুখে দেশপ্রেমের কথা মানায় না। @derekobrienmp @ThePrincePathak @AITCofficial pic.twitter.com/yvojNwamRp",,@derekobrienmp @ThePrincePathak @AITCofficial,,1.10225938083617E+018,https://twitter.com/SarkarGopen/status/1102259380836167680
1,"মোদির চাপে যদি অভিনন্দন ফেরত আসে, নিরব মোদি, বিজয় মালিয়া, লোলিত মোদিরা দেশে ফেরত আসেনা কেন? চাড্ডা চাড্ডি জবাব চাই",,,,1.10204901225607E+018,https://twitter.com/MDSADIDUL/status/1102049012256067584
1,বিজেপি আঁটিশেল চাড্ডি দেখলেই একগ্লাস গোমূত্র শ্রদ্ধার সাথে খাওয়াবেন। না খেলে জোর করে গলায় পা দিয়ে খাওয়াবেন। তার পর ঐ দেশদ্রোহী কে জিগেস করুন সেনাবাহিনী নিয়ে কেন হারামজাদা গুলো ভোটের রাজনীতি করছে। যেমন মুদি তেমন তার চামচা। পুরোপুরি গল্প দিয়ে দিলো!... https:// thewall.in/news-national- bjp-mp-says-we-didnt-want-any-damage-in-balakot/ …,,,,1.10180132941495E+018,https://twitter.com/LaalFouz/status/1101801329414950918
1,"মোদির চাপে যদি অভিনন্দন ফেরত আসে, তবে নিরব মোদি, বিজয় মালিয়া, লোলিত মোদিরা দেশে ফেরত আসেনা কেন? চাড্ডা চাড্ডি জবাব চাই",,,,1.10155287769112E+018,https://twitter.com/samsujjaman358/status/1101552877691121667
1,মানুষ এখন এই আঁটিশেল চাড্ডি দেখলেই হাসা হাসি করছে #GoBackModi https://www. facebook.com/LaalFouz/video s/649888672113761/ …,,,#GoBackModi,1.10142583720987E+018,https://twitter.com/LaalFouz/status/1101425837209874432
1,এই #আঁটিশেল #চাড্ডি #RSS #BJP র গোপন মিশন দেখুন। এরা তো সত্যিই #দেশদ্রোহিতার -ও চরম শিখরে। এদের কে নিয়ে এক অংশের অবুঝ গো-মুত খোর চাড্ডি মোদীর চামচাগুলো লাফালাফি করছে? ২০১৯ এ আবার এদের ভোট দিয়ে আনবেন না কি? মাথা খারাপ? #দু_হাজার_ঊনিশ_বিজেপি_ফিনিশ https://www. facebook.com/LaalFouz/video s/2075553655872605/ …,,,#আ #চ #RSS #BJP #দ #দ,1.10122117102507E+018,https://twitter.com/LaalFouz/status/1101221171025068032
0,আচ্ছা বেটা ফেকুখোর চাড্ডি,,,,1.10116800512635E+018,https://twitter.com/Amartya_13/status/1101168005126348800
1,সোসাল মিডিয়ায় চাড্ডি দেখতে পেলেই সঙ্গে সঙ্গে ব্লক করুন বন্ধু,,,,1.10112416033036E+018,https://twitter.com/baghumama/status/1101124160330362880
0,"'ভিক্ষা চাইনা কুত্তা সামলা' টোনে বিজেপি এবং মোদির ম্যাচো ইলেকশন ক্যাম্পেইন শেষ হতে যাচ্ছে। আপাতত প্রতিশোধ বাধ দিয়ে, পাকিস্তানি বদান্যতায়, উইং কমান্ডার অভিনন্দন কে ফেরৎ নিয়ে নিজেদের বিজয় র‍্যালি চালাতে হবে মোদি আর তার চাড্ডি ভক্তদের।",,,,1.10109094010884E+018,https://twitter.com/sarwar_emon/status/1101090940108840960
1,শুধু জানে চাড্ডি ভক্তবৃন্দ আর... https:// m.huffingtonpost.in/entry/defence- ministry-says-no-information-on-indian-aircraft-violating-pakistani-airspace_in_5c74bca9e4b02efbde1d93c3?ncid=fcbklnkinhpmg00000001&fbclid=IwAR0ElHFC7hVnTf7Yd8NZ57wi_rD5QLyH_J5b5-vdfO9T5jpvN8SQzS0lLCo …,,,,1.10027298333396E+018,https://twitter.com/sat8085/status/1100272983333957633
1,"ভারতবর্ষে কার্নী সেনা , শিব সেনা, হনুমান সেনা , চাড্ডি সেনা এসব ভোট-দাঙ্গা-লুটের সেনা। আসল সেনা তো ভারতীয় সেনা #SaluteIndianArmy",,,#SaluteIndianArmy,1.10026278747608E+018,https://twitter.com/Dibyendu69/status/1100262787476082688
1,"ভারতবর্ষে কার্নী সেনা , শিব সেনা, হনুমান সেনা , চাড্ডি সেনা এসব ভোট-দাঙ্গা-লুটের সেনা। আসল সেনা তো ভারতীয় সেনা #SaluteIndianArmy https://www. facebook.com/LaalFouz/video s/719485378446110/ …",,,#SaluteIndianArmy,1.10025831516934E+018,https://twitter.com/LaalFouz/status/1100258315169341440
0,"কেউ কেউ পাকিস্তানকে বাঁচাতে এতটাই ততপর, যারা দেশের হয়ে কথা বলছে, তাদের চাড্ডি বলে টেগিয়ে দিচ্ছে।",,,,1.10003279438903E+018,https://twitter.com/paulsajal/status/1100032794389032961
1,মানুষ হচ্ছে বিরোধীরা ।যে অস্ত্রে হনুরা সব্বাইকে ঘায়েল করে সেই অস্ত্রে শান দিচ্ছে বিরোধীরা ।জনৈক আরএসএস বিশুদ্ধানন্দের নামাঙ্কিত ফেকপ্রোফাইল।একের পর এক চাড্ডি সুলভ শক্তিশেল ছুঁড়ছে ।আজ আরও একটা ব্রম্মাস্ত্র... https://www. facebook.com/bengalpolitics /posts/2561969123818175 …,,,,1.09888140561714E+018,https://twitter.com/rup_khn/status/1098881405617143808
1,"এমনিতে আমি অহিংস প্রকৃতির ছেলে, তবে একটা কথা না বলে পারলাম না! কুকুর বেড়াল মেরোনা, চাড্ডি পেলে ছেড়োনা।",,,,1.09862996675169E+018,https://twitter.com/AnishAhmed007/status/1098629966751686656
1,#আরএসএস থেকে জন্ম হওয়া #বিজেপির_ চাড্ডি _নেতা_বীর_শহীদদের শেষ শ্রদ্ধা জানাচ্ছিল #জুতো _পরে। #জনগণ_মারমুখী হয় উঠলে #ভয়ে_জুতো_খুলতে_বাধ্য‍ হয়। এদের কাছে শিখবেন #দেশভক্তির বানী! https://www. facebook.com/OfficialKAZI/v ideos/2257502494568391/ …,,,#আরএসএস #ব #জ #জনগণ_ম #ভয #দ,1.09814164323085E+018,https://twitter.com/speak2KAZI/status/1098141643230851073
1,সব দেশদ্রোহী চাড্ডি নয়। কিন্তু সব চাড্ডি দেশদ্রোহী । #Collected,,,#Collected,1.0978419724029E+018,https://twitter.com/nandan1971/status/1097841972402900992
1,"#উত্তরপ্রদেশের__আরএসএস (RSS)-এর #চাড্ডি যুব নেতা #বোরখা পরে #মহিলা__শৌচালয়ে উঁকিঝুকি মারতে গিয়ে ধরা পড়লো, তারপর #গণধোলাই । #শেয়ার করে #দেশভক্ত__চাড্ডিদের আসল রূপ সবার সামনে আনুন। https://www. facebook.com/OfficialKAZI/v ideos/2087343561354015/ …",,,#উত #চ #ব #মহ #গণধ #শ #দ,1.09782151983997E+018,https://twitter.com/speak2KAZI/status/1097821519839969280
1,"মমতা ব্যানার্জীর বক্তব্য বিকৃত করে একটি বাজারী পত্রিকার ট্যাবলয়েড ছেপেছে, আর সেটা নিয়ে চাড্ডি আর মাকুরা মহা উৎসাহে মিম বানিয়ে কুৎসা করতে লেগেছে। এদের উচিত চরাম চরাম ঢাক বাজানো। আসল খবর জানুন ও সবাইকে শেয়ার করে জানান । #TMCS All India Trinamool Congress",,,#TMCS,1.09695219452653E+018,https://twitter.com/TMC_Supporters/status/1096952194526527488
1,"মমতা ব্যানার্জীর বক্তব্য বিকৃত করে একটি বাজারী পত্রিকার ট্যাবলয়েড ছেপেছে, আর সেটা নিয়ে চাড্ডি আর মাকুরা মহা উৎসাহে মিম বানিয়ে কুৎসা করতে লেগেছে। এদের উচিত চরাম চরাম ঢাক বাজানো। আসল খবর জানুন ও সবাইকে শেয়ার করে জানান । #TMCS",,,#TMCS,1.09695218843225E+018,https://twitter.com/TMC_Supporters/status/1096952188432252928
1,"এই তো সময় চাড্ডি পরে, কাধে লাঠি নিয়ে দেশের বর্ডারে যাওয়ার... https:// in.news.yahoo.com/video/rss-depl oy-solders-faster-indian-083500805.html?soc_src=social-sh&soc_trk=fb …",,,,1.09677545243646E+018,https://twitter.com/mazumderw/status/1096775452436455424
0,"পোলাপান পোলাপান কইয়া কানারে মাথায় উঠাইয়া রাখছো,, যাক তুমি যখন কইছো তাহলে এই শীতের রাতে ওর চাড্ডি গিলা করলাম না আর",,,,1.09654708392925E+018,https://twitter.com/boozy_me/status/1096547083929247745
1,"হেবি কায়দা তো! চাড্ডি , 'প্রগতি' মিলেমিশে একাকার।",,,,1.09631310887071E+018,https://twitter.com/sat8085/status/1096313108870713344
1,অখিলেশ যাদবকে কেন এলাহাবাদ যেতে দেওয়া হল না দাঙ্গাবাজ দিলু কাকুর দল এবং ইংরেজ দের অবৈধ বংশধর চাড্ডি গ্যাং জবাব দিন। এই ধরনের ঘটনা বাংলায় ঘটলে তো ভারতের সমস্ত রাজ্যে ইংরেজ দের অবৈধ বংশধর চাড্ডি গ্যাং মরা কান্না... https://www. facebook.com/10000953305174 1/posts/2214169592244121/ …,,,,1.0955327122896E+018,https://twitter.com/sekh_hasanur/status/1095532712289595392
0,"আপনেও খালি মাঠে গোল দেয়া শিখিয়ালচেন, বিয়াই আসলে আপনি তখন চাড্ডি খুজে পাবেন না",,,,1.09454683504841E+018,https://twitter.com/Pagolmon_/status/1094546835048407040
0,"বেশ কিছুদিন দেরী হল। কিন্তু দেখতে যাওয়াটা কর্তব্য ছিল। কারণ স্ক্রল যখন বলেছে সিনেমাটা টক্সিক হাইপার ন্যাশ্নালিজম প্রোমোট করছে, তখন চাড্ডি হিসেবে সিনেমাটা হলে গিয়ে, হ্যাঁ, হলে গিয়ে দেখাটা ছিল অবশ্য কর্তব্য। দাউদ... https://www. facebook.com/10000022849460 3/posts/2987751141242473/ …",,,,1.09174642697402E+018,https://twitter.com/Supradip_C/status/1091746426974019585
0,"ভবিষ্যতের জন্য এক্টা আউডিয়া দিয়ে দেই, যদি কখনো আবার এমন বিপদের সম্মুখীন হন!! তাহলে চাড্ডি খুলে টিসু বানিয়ে ব্যাবহার করে নিয়েন",,,,1.08985211512676E+018,https://twitter.com/boozy_me/status/1089852115126755331
1,"বাংলাটা আবার কে লিখে দিলো? বানান ভূল চাড্ডি খানেক ২০১৯এর নতুন গান শুনুন... হরে কৃষ্ণ, হরে রাম ভাঁওতা দেওয়াই মোদির কাম https:// twitter.com/KailashOnline/ status/1088391516228341760 …",,,,1.08840860647354E+018,https://twitter.com/M4TMC/status/1088408606473543680
0,"সুপারম্যানের মতো বাইরে চাড্ডি পরা জনগণকে বলছি, আপনি যদি নিজেকে গোপাল পাঁঠার মতো ভেবে বা নিজেকে ওনার অনুরাগী ভেবে গর্বিত বোধ করেন তা হলে আমিও আপনাকে গোপাল পাঁঠা উপাধি দিয়ে ভূষিত করলাম। এরপর থেকে নিজের নামের আগে গোপাল পাঁঠা বা গোপালের পাঁঠা লিখতে পারেন সবর্ত্র। অভিনন্দন! #জয়বাংলা https:// twitter.com/prasunmaitra/s tatus/1085174413232812032 …",,,#জয,1.08535132576267E+018,https://twitter.com/Dipanjan_A/status/1085351325762674688
1,"গো হত্যার প্রতিবাদ করলে আমি সাম্প্রদায়িক। Rss-BJP র দালাল, চাড্ডি । আর NRS এর কুকুর হত্যার প্রতিবাদ করলে পশুপ্রেমী..মহামানব।",,,,1.08523291524666E+018,https://twitter.com/TanmoyKantiPaul/status/1085232915246661632
1,"ঠিক বইমেলা আসার আগে শ্রীজাতকে লোকজন, মানে ""চাড্ডির দল"" আক্রমণ করে; খুব খারাপ, খুউব !! পাঁজি দেখে কেন তোরা বইমেলার আগেই ওর কন্ডম ফাটাস বাবারা ?? এই জন্যই বোকা চাড্ডি বলে !! নিন্দেতে ভরে গেছে চারপাশ !! শিল্পীর... https://www. facebook.com/10000936300372 0/posts/2246707578984654/ …",,,,1.08438031099179E+018,https://twitter.com/debtanu1971/status/1084380310991785985
1,একদম ঘেসো আর চাড্ডি দের তো গলায় গলায় মিল,,,,1.08253821301557E+018,https://twitter.com/Cr7Saptarshi/status/1082538213015572480
1,কেরালার চাড্ডি ধোলায় নীতি বাংলা তথা ভারতের সব রাজ্যে প্রয়োগ করা হোক।,,,,1.08189130312901E+018,https://twitter.com/speak2KAZI/status/1081891303129010176
1,#কেরালায় #চাড্ডি #ধোলাই #আরএসএস -এর #চাড্ডিদের সাধারণ মানুষ কুকুদের মতো কেলালো। #সবরীমালা__মন্দিরে কাল #দুজন #মহিলা #প্রবেশ করেছিলেন। আর তার প্রতিবাদে সংঘ পরিবার(RSS) বনধ্ ডেকেছে আজ। সেই বনধের সমর্থন বাইক মিছিল... https://www. facebook.com/OfficialKAZI/v ideos/2214830572170973/ …,,,#ক #চ #ধ #আরএসএস #চ #সবর #দ #মহ #প,1.08084290784486E+018,https://twitter.com/speak2KAZI/status/1080842907844857856
1,#কেরালায় #চাড্ডি #ধোলাই https://www. facebook.com/10000304920857 6/posts/1773638902747733/ …,,,#ক #চ #ধ,1.08081164887986E+018,https://twitter.com/speak2KAZI/status/1080811648879857666
1,কেরালায় চাড্ডি ধোলাই #আরএসএস -এর #চাড্ডিদের সাধারণ মানুষ কুকুদের মতো কেলালো #সবরীমালা__মন্দিরে কাল #দুজন #মহিলা #প্রবেশ করেছিলেন। আর তার প্রতিবাদে সংঘ পরিবার(RSS) বনধ্ ডেকেছে আজ। সেই বনধের সমর্থন বাইক মিছিল বের করেছিল তারা। বাকিটা ভিডিওতে.... https://www. facebook.com/OfficialKAZI/v ideos/2318609668372334/ …,,,#আরএসএস #চ #সবর #দ #মহ #প,1.08080853430715E+018,https://twitter.com/speak2KAZI/status/1080808534307151873
1,সম্মানিও মনমোহন সিংহের পোঁদের চুলের যোগ্য নয় চাড্ডি নরেন্দ্র মোদী। https://www. facebook.com/OfficialKaziMa hammadAsadullaYounus/posts/1773609439417346 …,,,,1.08080481059575E+018,https://twitter.com/speak2KAZI/status/1080804810595749889
1,ঘেসো থেকে চাড্ডি হয়েছে...... ভাগে কম পড়ায়....... pic.twitter.com/hXaZehyqUx,,,,1.07900862693982E+018,https://twitter.com/m_13_10_2000/status/1079008626939817991
1,বেচারা চাড্ডি গুলো। কষ্ট হয়।,,,,1.07795138817532E+018,https://twitter.com/bubka1992/status/1077951388175323136
0,"আহা, মারামারির দরকার কি মশাই? তার চেয়ে মহিলাকে চাড্ডি বাংলা শিখিয়ে দিলেই হয়, আম বাঙালীর মুখে দেখবেন বাংলা ভাষার খই ফুটছে।",,,,1.0777852031023E+018,https://twitter.com/arinbasu/status/1077785203102298112
1,""" যত মত , একই পথ (নিধন) চাড্ডি , ছাগু, গু সবই এক""- রামকৃষ্ণ/. (২৪/১২/২০১৮)",,,,1.07724911889918E+018,https://twitter.com/Azharul27673359/status/1077249118899179520
1,এই হল বিজেপির চাড্ডি দের ন্যাশনালিজম... আর কতো মিথ্যা??? https://www. facebook.com/sudip.basu2/po sts/10218503062837099 …,,,,1.07578770581509E+018,https://twitter.com/sudipdthinker/status/1075787705815089156
1,চাড্ডি দেখলেই ভেঙে দাও চাড্ডি ।,,,,1.07353650821519E+018,https://twitter.com/Dibyendu69/status/1073536508215189506
1,"তাহলে? (রা)ফাল হয়ে ঢুকে শেষে ছুঁচ হয়ে বেরোলো? শালা, সুপ্রীম কোর্টও চাড্ডি হয়ে গ্যাছে।",,,,1.07345740111278E+018,https://twitter.com/Supradip_C/status/1073457401112784896
1,"এখন উপদেশ দিচ্ছি , না শুনলে পরে পাচন হাতে নিয়ে কিভাবে গরুকে শবক শেখাতে হয় ,সেটা আমাদের ভালো ভাবেই জানা আছে ! সুতরাং চুপ চাপ কেটে পর গো- মুত্র সেবনকারী চাড্ডি বাহিনী",,,,1.07326955968626E+018,https://twitter.com/RubelGM78/status/1073269559686258688
1,"৭দিন আগে চাড্ডি : কোথায় গেল সব সেকু মাকু? তেলের দাম কমছে মুখ খোলে না কেন? ৫ রাজ্যের ভোটের রেজাল্টের পরেই তেলের দাম আবার বাড়া শুরু করল। চাড্ডি : হামি গরিব আদমি আছি হুজুর। যে সরকার ভোটে জেতার জন্য তেলের দাম কমাতে পারে, তারা ভোট মিটলেই তেলের দাম বাড়ায় কেন?",,,,1.07315139498557E+018,https://twitter.com/bubka1992/status/1073151394985566208
1,"অহম পু্ত্র গগৈ আজ বাংলার মাটিতে এসে চাড্ডি ভাও মারল,আসলে এটা ছিল এনআরসি তে আসামের বাঙালি খেদাও নিয়ে মমতা ব্যানার্জির প্রতিবাদের বিরুদ্ধে ওর রাগ প্রদর্শন । মনে রাখবেন আসামের বাঙালি খেদাও ইস্যুতে বিজেপি ও কংগ্রেসের অবস্থান কিন্তু এক। যদিও বাংলার বাঘিনীকে ওসব চমকে কোন লাভ-ই হবে না।",,,,1.07288186754259E+018,https://twitter.com/KaPaglu/status/1072881867542585344
1,"কাল থেকে মন্দির বানানো তো দূর, রথ চালানো নিয়েও মুখ খুলছে না। চাড্ডি গুলোর জন্য কষ্ট হয়।",,,,1.07281742921299E+018,https://twitter.com/bubka1992/status/1072817429212991488
1,"চাড্ডি যদি মধ্যপ্রদেশেই ঢিলে হয়ে যায়, তবে আর মানসম্মানের কী বেঁচে রইল? #copied #ArrestKorbenNaPlease",,,#copied #ArrestKorbenNaPlease,1.07253494047721E+018,https://twitter.com/AyaanReus/status/1072534940477206528
1,#AssemblyElections2018 হ্যালো ভক্ত গোমূত্র পিলো পাঁচ রাজ্যের ভোটের ফলাফল দেখার পর ভক্ত ও চাড্ডি দের মনের অবস্তা.... এ কী হল!! কেন হল!! কী যে হল...। আর হা ভক্ত ও চাড্ডি দের বলছি ঠেলাঠেলি করবেন না লাইন ধরে ধিরে সুস্থে আসবেন সবার জন্য বার্নলের ব্যবস্থা করা হয়েছে!,,,#AssemblyElections2018,1.07249885179221E+018,https://twitter.com/EzazHosin/status/1072498851792211968
0,"চাড্ডি ফেটে গেল, আর লোকজন লজ্জা না করে আবার বলছে ? ছিঃ ছিঃ",,,,1.07247107609617E+018,https://twitter.com/Azharul27673359/status/1072471076096172032
1,' চাড্ডি ' খুলে গেল! #VidhanSabhaElectionResults #WaahModijiWaah,,,#VidhanSabhaElectionResults #WaahModijiWaah,1.07245843093229E+018,https://twitter.com/subhojitpatra/status/1072458430932287488
1,অস্ত যাবার মুখে চাড্ডি রা এরকম অনেক কিছুই করবে 2019 এর দিকে তাকিয়ে কোনো লাভ নেই তোলাবাজ দাদা। নিজে সাবধানে থাকো।,,,,1.07240686632664E+018,https://twitter.com/parthagee/status/1072406866326638593
1,না না ওটা বলদের মাংশ। চাড্ডি ভাইরা গরুকে মা বলে। বলদকে বাপ বলেনা। এক্ষেত্রে ওরা খুব উৎসাহ নিয়ে তর্ক করতে এগিয়ে আসে যেহেতু বলদ বাপ নয়। pic.twitter.com/vcXtTiVNCW,,,,1.07178854621252E+018,https://twitter.com/Dibyendu69/status/1071788546212515841
1,"অহে চাড্ডি , বাবর এর ইংরেজি বানান babar নয়, babur. আর তোর ইন্ট্রো তে লেখা কথা টা existentialist, exitentialis নয়৷ Jai shree rum.",,,,1.07095947804721E+018,https://twitter.com/cannot_connect/status/1070959478047211520
1,আমি গরিব চাড্ডি আছি বাবু। কুনজর দিবেন না।,,,,1.06817797779861E+018,https://twitter.com/ranajit_das365/status/1068177977798610949
1,লাল পতাকার মিছিল দেখে সব থেকে বেশি জ্বলছে চাড্ডি গুলোর। বেচারারা আশায় ছিল বাংলায় কিছু করবে। চাষী গুলো এরকম বাঁশ দেবে বোঝে নি। #SingurKisanMarch,,,#SingurKisanMarch,1.06790488224016E+018,https://twitter.com/bubka1992/status/1067904882240155648
1,"নাসা মঙ্গল গ্রহে রোবট পাঠানোর জন্য সেলিব্রেশন করছে । এই রোবট মঙ্গল গ্রহে কি আছে না আছে খুঁজবে আর ভরতে বিজেপির দাঙ্গাবাজরা এবং চাড্ডি গ্যাং গরুর পিছনে মুসলিম খুঁজে বেড়াচ্ছে, পিটিয়ে মারার জন্য । পিটিয়ে মেরে সেলিব্রেশন করে",,,,1.06737662702835E+018,https://twitter.com/SarifAishwaria/status/1067376627028348928
1,দালালের ভাষায় কথা বলতে কি চাড্ডি বাহিনীর আনুগত্যের ফল.. তাহলে বলে রাখি সোশ্যাল মিডিয়াতে লেকচারবাজি না করে সামনে এসে দাঁড়িয়ে দুটো কথা সাজিয়ে বলার ক্ষমতা আছে কিনা দেখিনি.. দু লাইন বাংলা লিখতে তাও আবার ইংরেজি alphabets এ এই দশা.. আবার বড় বুকনি !!,,,,1.06623698544933E+018,https://twitter.com/saheli2016/status/1066236985449332737
