అందుకే కదరా మిమ్మల్ని పిల్ల పూ..గాళ్ళు అనేది అక్కడ troll చేసింది ఎవడో అరవం గాడు ఆ పోస్ట్ చేసింది మీ జైల్ జగన్ గాడి సాక్షి చానెల్ మీరు ఏడ్చేది ఏమో పవన్ కళ్యాణ్ మీద దీన్నే దెన్**గా లేక మంగళవారం అంటారు...,1
ఆ అరవం వాడు ఎవడో పుసుక్కున నిజం సెప్పేసాడు ఏంటి మన బాబు గురించి.,0
తెలుగు వాళ్ళతో తెలుగు లో మాట్లాడకుండ ఇంగ్లీష్ లో ఏడవటం ఏంట్రా ? పక్కన అరవం వాడిని చూసి అయినా మారండి కొంచం. #తెలుగు,0
"మాట్లాడటం - హిందీ, సంస్కృతం, కన్నడ, కొద్దిపాటి అరవం , మలయాళం రాయడం, చదవడం - తమిళ లిపి, మలయాళ లిపి, కన్నడ లిపి, దేవనాగర లిపి, ఉర్దూ లిపి, కొద్దిపాటి ఒడియా లిపి, కాశ్మీర లిపి.",0
ఇది అరవం + హిందీ లా ఉందే,0
తెలుగు ఆత్మగౌరవం ని సింగపూర్ అరవం వాడికి తాకట్టు పెట్టేసిన చండాలం బాబు,1
మీ చేష్టలతో జనాన్ని పిచ్చి వాళ్లను చేయకండి. 20సం`` క్రితం మీరు T.D.P లో ఉన్నారా? Congress లో ఉన్నారా? అప్పట్లో ఎన్ని లోక్సభ స్థానాల్లో గెలిచారు? వినే వాడు ఉంటే అరవం లో భారతం చెప్పారట మీ లాంటి వాళ్లు. ఇలాంటి పనికిమాలిన కామెంట్స్ చేయకండి.మీరు ఇంకా దూరమవుతారు,1
#నానోలు# 2493 తూతుకుడి (pear city) ముత్యాలు రగడ రాళ్ళు 2494 అరవం ఆర్ద్రత శాంతి హింస 2495 పోలీసు రక్షణ పోరాటాలు బలిపీఠాలు 2496 కార్యాలయం అలసత్వం కార్ఖానా అజాగర్త 2497 పార్టీ పాలన నాయకత్వం అస్తవ్యస్తం 2498 తామ్రము తాపము... https://www. facebook.com/swathi5685/pos ts/2004464219585263 …,0
తెలుగు సరిగా రాని అరవం అతను మాట్లాడే తెలుగు చాలా ఫన్నీ గా ఉంటది..,0
అరవం అరవం అంటూ బాగా అరుస్తారని అందుకే వాళ్ళని అరవోళ్ళు అంటారని మా ఏరియా లో అనేది నిజం కాదా? #తెలుగుభాష #అభాతెమాసం #తెలుగు #దేశభాషలందుతెలుగులెస్స #ఆంధ్రభోజ #శ్రీకృష్ణదేవరాయలు #ద్రవిడదేశం #దక్షిణభారతదేశం #ఆంధ్రదేశం #తమిళనాడు #తెలుగోళ్ళు #తమిళోళ్లు #అన్నాతంభీ,1
"తమిళం ను తెలుగులో "" అరవం "" అన్నారు ఇంగ్లీష్ ను ""ఆంగ్లం"" అన్నారు మరి తెలుగును ఇంగ్లీష్ లో ఏమంటారు!? ,తమిళంలో ఏమంటారు!?",0
"అరవం తలభారం, మనకెందుకు బోరని, తెలుగింట అభయం అడిగాడేమో, అబ్బయ్యా.",0
"ఇక్కడ చాలా తప్పులు ఉన్నాయి 1. అజిత్ పుట్టినరోజు అని విడదీసి రాయాలి. 2. 26 రోజులో కాదు, 26 రోజుల్లో 3. దళపతిని తలపతి చేసినట్టే, దళను తల చేశి తెలుగుని అరవం చేసేసారు (తమిళ్ లో ద, ధ లు ఉండవు) #తలఅజిత్పుట్టినరోజు26రోజులో",0
""" అరవం ‌ వంట"" పట్టేసింది! ఆ సాంబారూ, వెత్తకొళంబు, మోర్కొళంబు, వడుమాంగా, తక్కాళిసాదం....",0
అయినా నీకు చాలా అరవం వంటపట్టేసింది అరుణ్ణూ...ప్చ్..,0
"అరవం లో ""కృతిక"" కాస్తా ""కిరుతిగ"" అయిపోయింది.",0
చీప్ వీడియో. అరవం సినిమా లో కామెడీ లా ఉంది.,0
అందుకే అరవం అని రాసుకుంటున్నా,0
"ఇది చూసారా..ఇది మన ఖర్మ కాకపోతే ఏంటి.. అరవం వల్లే కావాలి అంటే, తెలుగు అవసరం లేదు వీళ్ళకి https:// twitter.com/UttarandhraNow /status/953466124166864896 …",1
"వాళ్ల 'తెలుగు'లో సగం అరవం కలిసి ఉంటుంది, తెలుగు మాట్లాడితే తెలుగునాడు వారు నవ్వుతారని తెలుగు మాట్లాడడం మానేశారు.",0
పొద్దున్నే డల్ గా ఉన్నా .. అరవం వాళ్లకు ఫుల్ కామెడీ,0
"""పాళీలో తెలుగు పదాలు"" చీమకుర్తి శేషగిరిరావు గారు రచించిన చిన్న పుస్తకం. అరవం కన్నా తెలుగే ప్రాచీనమనే నిజాన్ని తేటతెల్లం చేస్తుంది.",0
"మంచి మంచి సినిమా పేర్లు అన్ని, అరవం నుండి తెలుగులోకి వచ్చిన సినిమాలకే ఉంటాయి.",0
"తెలుగింటి మామడికాయ పప్పు కన్న అరవం సాంబారు అంటే ఎక్కువ ఇష్టం అనుకోకు.పక్కరాష్టమైన,ఈ రాష్టృాలైన, చిరంజీవి మెయిన్ టార్గెట్. Humiliation ..",0
అరవం వాళ్ళకు మనోళ్ళు dubbing చెప్తరు కానీ మన సినిమాలకు ఆ పెద్ద నటులు చెప్పరు,1
"ఇది చూస్తే ఒక బాపు గారి జోకు గుర్తుకొస్తోంది. ఒకడు - మేము ఇంట్లో అరవం మాట్లాడుకొంటాం రెండోవాడు - మేము కూడా అంతే ఇంట్లో అరవం , మాట్లాడు కొంటాం",0
ఇంకానయం మష్టారు... అరవం లో పాడలేదు... లేకపోతే నిన్నుగ్గోరి అని పాడేవారు..,1
అర‌వం అర‌వం అని చెప్పి అరుస్తూనే వుంటార‌ని త‌మిళుల‌పై ఒక సెటైర్ వుంది. ఇప్పుడా బాధ్య‌త టీవీ9 తీసుకున్న‌ట్లుంది.... http:// fb.me/8lEMok76x,1
"25 ట్విట్లు ఒక రోజులో !! ఏదో అరవం వాడి దగ్గర అరువు తెచ్చుకుని నిజాయతి కనపడుతుంది తప్పితే , Pawanlo వున్న నిజాయతి కనిపించటలే మిత్రమా !! https:// twitter.com/RGVzoomin/stat us/824302490497728512 …",0
"25 ట్విట్లు ఒక రోజులో !! ఏదో అరవం వాడి దగ్గర అరువు తెచ్చుకుని నిజాయతి కనపడుతుంది తప్పితే , నీలో వున్న నిజాయతి కనిపించటలే మిత్రమా !! https:// twitter.com/PawanKalyan/st atus/823929912704847872 …",0
"25 ట్విట్లు ఒక రోజులో !! ఏదో అరవం వాడి దగ్గర అరువు తెచ్చుకుని నిజాయతి కనపడుతుంది తప్పితే, నీలో వున్న నిజాయతి కనిపించటలే మిత్రమా",0
"25 ట్విట్లు ఒక రోజులో !! ఏదో అరవం వాడి దగ్గర అరువు తెచ్చుకుని నిజాయతి కనపడుతుంది తప్పితే , నీలో వున్న నిజాయతి కనిపించటలే మిత్రమా !!",0
అరవం వాడి అరుపు అందరు వింటున్నారు #jallikattu తెలుగొడు గోడు ఎవరు వినరు #scs,1
వినేవాడు -----------------అయితే హరికథను అరవం లో చెప్పొచ్చట,1
"@ivak99 ఆడ మలయాళం, ఈడ అరవం కాదండి బాబూ, ఇంకేడ నించో పట్టుకొచ్చి కొస్నిస్తున్నారు :( @S_Sivakumar @Chandu1302",0
"మన వాళ్ళు కొత్త కధలు చేయరు, అరవం లో హిట్టయ్యాక ఎగబడతారు.అదో గౌరవం వీళ్ళకి.ప్రయోగాత్మక చిత్రం రీమేక్ లో నటిస్తున్నామని చెప్పుకోవడం. #Telugu",1
@PawanKalyan నల్లని మొహం పైగా అరవం వాడు అని Baaristam garu anochu Andhrollanu andhrodu ante adhi thittu ela avudhi saami script baagundhi,1
""" @VoiceTelangana : ఆరేయి RK గా ... మీ నవ్యాంధ్ర ప్లాన్ ఏసేది అరవం వాడే పైగా భారతీయుడు కూడా కాదు..",1
ఆరేయి RK గా ... మీ నవ్యాంధ్ర ప్లాన్ ఏసేది అరవం వాడే పైగా భారతీయుడు కూడా కాదు.. #Andhrapradesh cc: @abntelugutv,1
"Kranti Dev Mitra అరవం వాడు ప్రాచీన భాషా హోదా దక్కించుకున్నాడని మనమూ అరిచాం, మాకూ ఆ హోదా ఇవ్వమని గగ్గోలు... http:// fb.me/1DM4QyALA",0
మలయాళ పోడు బెంగాలీ అమ్మయిని పెళ్లి చేసుకుంటే పుట్టే తెలుగు అమ్మాయి అరవం మాట్లాడినట్టు ఫేసు నువ్వును! #దేశభాషలందుతెలుగులెస్స #జంధ్యాల,0
మలయాళ పోడు బెంగాలీ అమ్మయిని పెళ్లి చేసుకుంటే పుట్టే తెలుగు అమ్మాయి అరవం మాట్లాడినట్టు ఫేసు నువ్వును! #దేశభాషలందుతెలుగులెస్స #జంధ్యాల,0
మలయాళ పోడు బెంగాలీ అమ్మయిని పెళ్లి చేసుకుంటే పుట్టే తెలుగు అమ్మాయి అరవం మాట్లాడినట్టు ఫేసు నువ్వును! #దేశభాషలందుతెలుగులెస్స #జంధ్యాల,0
"Haha "" @V6_Suresh : వీళ్లేంటి..? ‘ అరవం ’ అని ఎక్కువగా అరుస్తారు..!! ;-) #Pooja "";;@V6_Suresh;#Pooja;""524856685446168576",0
"సరస్వతీ పుత్ర శ్రీ మాన్ పుట్టపర్తి నారాయణాచార్యులు సంస్కృతాంధ్రములతో పాటు, ప్రాకృతభాషలు కన్నడం, అరవం , మళయాళం,... http:// fb.me/6nPBgDtUf",0
My answer to Why is Tamil called as Aravam ( అరవం ) in Telugu? http:// qr.ae/hgX4t,0
My answer to Why is Tamil called as Aravam ( అరవం ) in Telugu? http:// qr.ae/hwzoP,0
